Score,Source IP,Destination IP,Connections,Avg Bytes,Intvl Range,Size Range,Top Intvl,Top Size,Top Intvl Count,Top Size Count,Intvl Skew,Size Skew,Intvl Dispersion,Size Dispersion
0.597,132.232.81.163,192.168.23.89,33,607,4,2122,1,40,11,2,0,-0.420561,0,340
0.596,172.217.46.134,192.168.23.89,380,83,16799,30,600,87,21,210,0.426925,0,1245,0
0.596,192.168.23.89,221.181.185.198,59,395,115463,1956,1662,264,1,55,0.422503,0,4632,0
0.596,176.111.173.17,192.168.23.89,176,286,572707,329,920,289,7,140,0.425743,0,41,0
0.596,42.193.185.126,192.168.23.89,62,255,764,1953,201,60,6,30,-0.945205,0,7,8
0.595,192.168.23.89,99.81.184.211,28,80,216719,0,1695,0,1,28,-0.434245,0,51062,0
0.595,74.125.187.10,192.168.23.89,384,83,20398,22,300,87,24,216,0.433155,0,1200,0
0.595,74.125.190.138,192.168.23.89,21,83,97933,12,3,84,1,10,0.40324,0,29799,1
0.595,192.168.23.89,185.136.99.99,27,179,468276,0,14934,0,1,27,0.434962,0,46085,0
0.595,49.85.81.131,192.168.23.89,66,254,1153,1853,209,60,4,34,-0.8,0,19,0
0.595,192.168.23.89,173.201.70.43,33,202,425202,0,1202,0,1,33,0.435881,0,26285,0
0.595,192.168.23.89,97.74.102.43,32,141,425203,0,1201,0,1,32,0.435881,0,26286,0
0.594,172.253.211.71,192.168.23.89,21,83,173244,24,1,84,2,9,0.343991,0,33776,3
0.594,192.168.23.89,98.122.254.143,50,218,9287,2080,155,88,2,44,0.435171,0,852,0
0.594,94.154.1.103,192.168.23.89,32,143512,182391,1268344,1,40,3,18,0.938462,0,15,0
0.593,192.168.23.89,199.249.120.1,175,438,103464,0,1,0,2,175,0.445806,0,19453,0
0.593,192.168.23.89,162.159.0.33,44,236,178727,0,2290,0,1,44,0.446648,0,20988,0
0.593,185.204.1.210,192.168.23.89,159,1023,42861,6450,5,52,49,22,0,0.413333,1,474
0.593,213.136.95.10,192.168.23.89,25,76,734405,13,2,73,1,11,-0.207551,0.142857,18393,3
0.592,74.125.80.7,192.168.23.89,370,83,20700,26,600,87,21,225,0.453774,0,1201,0
0.592,74.125.186.66,192.168.23.89,350,83,14400,87,1200,87,17,217,0.454711,0,1500,0
0.592,74.125.80.14,192.168.23.89,355,83,19198,22,2100,87,14,202,0.454105,0,1500,0
0.592,191.252.109.248,192.168.23.89,23,387,175,1094,1,52,12,5,0,0.452632,0,239
0.592,122.224.191.90,192.168.23.89,23,385,100,1042,1,52,10,5,0,0.452632,0,239
0.592,77.222.60.29,192.168.23.89,23,392,190,1094,1,52,13,5,0,0.452632,0,239
0.592,213.136.95.11,192.168.23.89,29,74,676316,11,1,73,2,15,0.45006,0,25179,0
0.592,95.110.233.213,192.168.23.89,23,381,138,1042,1,52,11,5,0,0.452632,0,239
0.592,54.241.63.188,192.168.23.89,29,400,227,1042,1,52,4,7,0,0.452632,0,239
0.591,192.168.23.89,2.16.130.67,76,115,93713,0,1,0,4,76,0.46005,0,15133,0
0.591,88.198.139.3,192.168.23.89,84,74,133268,9,1,76,5,51,-0.456958,0,47756,0
0.591,192.168.23.89,52.15.110.177,47,120,244249,0,2482,0,1,47,0.459667,0,26986,0
0.591,34.78.178.165,192.168.23.89,26,689,53,2678,1,104,8,5,0,0.455144,0,331
0.591,170.106.11.119,192.168.23.89,167,137,715,2037,211,60,12,143,-0.855072,0,18,0
0.591,81.70.23.139,192.168.23.89,77,207,282,1861,163,60,7,37,-0.904,0,9,8
0.591,118.200.212.202,192.168.23.89,42,240,1568,1929,8,60,4,24,-0.459016,0,157,0
0.591,173.255.234.116,192.168.23.89,25,455,41992,851,30148,80,1,13,0.455317,0,7284,0
0.59,192.168.23.89,192.33.14.30,601,498,84764,40,1,0,6,572,0.468718,0,12191,0
0.59,192.168.23.89,193.108.91.90,121,165,116638,0,1,0,1,121,0.462003,0,9414,0
0.59,143.215.172.85,192.168.23.89,23,64,337868,8,1,61,2,10,0.193306,-0.142857,132316,4
0.59,108.162.244.213,192.168.23.89,160,70,87571,11,1,67,10,86,0.999697,0,14,0
0.59,172.217.32.135,192.168.23.89,21,81,103358,22,2,84,1,10,-0.433425,0,33120,1
0.59,213.211.50.1,192.168.23.89,42,47,341529,80,1,73,2,16,-0.336074,0,91326,4
0.59,58.209.87.35,192.168.23.89,67,212,838,1929,174,60,5,37,-0.860465,0,18,0
0.59,113.31.152.52,192.168.23.89,158,190,226458,1937,93,60,11,115,0.461538,0,37,0
0.59,130.207.0.73,192.168.23.89,24,61,409805,9,1,64,2,10,-0.433908,0,127516,1
0.59,3.238.199.80,192.168.23.89,53,78,270,7,1,80,1,42,0.465116,0,47,0
0.589,192.168.23.89,23.61.199.66,79,117,221464,0,1,0,3,79,0.470624,0,7385,0
0.589,192.168.23.89,91.189.95.85,28,255,104844,0,18456,0,1,28,-0.470409,0,25821,0
0.589,172.253.0.1,192.168.23.89,31,84,176110,27,2,84,2,11,0.374014,0,21730,3
0.589,192.168.23.89,122.114.75.180,89,140,333435,1652,152,88,5,86,-0.470588,0,36,0
0.589,45.133.1.74,192.168.23.89,63,214,295839,287,5,223,4,33,-0.465116,0,96,0
0.588,86.119.32.219,192.168.23.89,77,162,67413,305,1,69,9,26,0.132153,0,24925,11
0.588,199.249.18.1,192.168.23.89,42,93,429788,46,1,85,6,20,0.999977,0.125,2,9
0.587,192.168.23.89,43.230.48.1,21,540,325230,52,1,0,1,14,-0.47996,0,134538,0
0.587,192.168.23.89,66.42.66.49,200,150,98619,0,1,0,1,200,0.479926,0,14824,0
0.587,192.168.23.89,85.159.233.158,39,308,184574,0,1,0,1,39,-0.48095,0,30234,0
0.587,130.207.129.208,192.168.23.89,35,64,375353,8,1,65,4,12,0.0864721,-0.333333,28450,2
0.587,192.168.23.89,129.213.161.37,22,347,550,1904,274,88,3,19,0.947955,0,16,0
0.586,192.223.30.118,192.168.23.89,30,36,8400,40,1,40,2,21,0.987603,0,15,0
0.585,172.217.46.76,192.168.23.89,466,83,15300,174,300,87,28,263,0.498333,0,902,0
0.585,74.125.46.130,192.168.23.89,24,80,435557,19,348,73,1,7,0.194413,-0.0769231,4338,7
0.585,148.204.172.49,192.168.23.89,141,141,978,2017,120,0,20,93,0.495327,0,32,0
0.584,192.168.23.89,34.205.102.67,66,123,82823,0,1,0,2,66,0.501596,0,5257,0
0.584,172.253.14.3,192.168.23.89,24,84,434914,11,1,84,5,14,0.995154,0,15,0
0.584,108.162.244.116,192.168.23.89,147,73,86760,8,1,72,18,104,0.999201,0,15,0
0.584,213.216.64.98,192.168.23.89,32,75,174056,12,1,73,3,21,0.496289,0,28979,0
0.583,192.168.23.89,178.79.182.197,47,155,188971,0,11933,0,1,47,-0.506832,0,23168,0
0.582,192.168.23.89,108.162.192.149,105,111,146282,0,4951,0,1,105,0.513406,0,14552,0
0.582,192.168.23.89,173.201.65.35,21,352,173084,0,24057,0,1,21,0.508444,0,48724,0
0.582,192.168.23.89,118.200.212.202,27,187,492,1752,235,88,2,24,0.512605,0,46,0
0.582,117.89.174.2,192.168.23.89,25,440,858,1376,1,52,10,4,0,0.508197,0,239
0.581,192.168.23.89,192.35.51.30,378,496,96799,40,1,0,2,287,0.516889,0,14281,0
0.581,192.168.23.89,162.159.2.9,21,236,227283,0,13976,0,1,21,-0.516401,0,103193,0
0.581,192.168.23.89,184.173.92.18,21,117,314956,0,3417,0,1,21,-0.517703,0,56336,0
0.581,192.168.23.89,209.198.142.147,22,121,411529,0,487,0,1,22,0.519266,0,23495,0
0.581,45.182.92.48,192.168.23.89,25,249,1005,1449,7,60,2,14,-0.913793,0,18,0
0.581,192.168.23.89,216.239.32.10,25,125,190845,0,2387,0,1,25,0.515337,0,29262,0
0.58,192.168.23.89,145.100.188.22,21,124,240962,0,1788,0,1,21,0.520966,0,66705,0
0.58,74.125.74.14,192.168.23.89,36,78,511183,16,1,73,1,17,0.301493,0,3499,7
0.58,74.125.46.1,192.168.23.89,30,79,214841,17,1,73,1,10,0.0302609,-0.272727,8154,7
0.58,80.82.77.139,192.168.23.89,27,628,861937,1084,1,84,12,2,0,-0.52381,0,237
0.58,172.253.211.3,192.168.23.89,21,82,216053,18,1,84,1,6,0.286148,-0.142857,33713,3
0.579,66.92.224.20,192.168.23.89,45,76,346598,11,1,73,4,21,0.99634,0,15,1
0.579,209.10.20.105,192.168.23.89,29,75,516343,8,1,73,4,16,0.52654,0,20725,0
0.579,130.207.0.80,192.168.23.89,29,58,401447,9,1,56,1,15,-0.530335,0,188496,0
0.578,192.168.23.89,198.41.0.4,84,523,263234,0,1,0,1,84,0.535279,0,52890,0
0.578,192.168.23.89,72.246.46.64,121,239,107597,0,1219,0,1,121,0.533144,0,8182,0
0.578,192.168.23.89,66.113.102.2,24,86,129256,0,14649,0,1,24,0.532725,0,11963,0
0.578,12.121.116.88,192.168.23.89,27,76,782170,7,1,80,3,14,0.999518,0,16,0
0.578,172.253.14.2,192.168.23.89,24,84,271438,16,1,84,7,15,0.999091,0,16,0
0.578,172.253.14.4,192.168.23.89,24,86,245503,21,1,84,4,15,0.999516,0,16,0
0.578,38.104.99.198,192.168.23.89,28,94,343468,23,1,85,4,16,0.999638,0,16,0
0.577,193.111.144.145,192.168.23.89,37,75,277352,18,1,73,4,21,0.542968,0,30817,0
0.576,192.168.23.89,72.32.19.62,237,150,136634,0,1,0,1,237,0.5469,0,14697,0
0.576,192.168.23.89,157.131.0.15,34,75,527784,0,6370,0,1,34,0.545637,0,42958,0
0.576,166.111.152.230,192.168.23.89,61,176,491,1553,6,60,4,38,-0.780645,0,23,0
0.574,192.168.23.89,139.162.192.198,22,102,175636,0,1784,0,1,22,0.560207,0,15174,0
0.574,176.111.173.11,192.168.23.89,98,286,800859,52,1,280,30,18,0.999084,0.428571,1,3
0.573,192.168.23.89,64.132.253.13,31,119,271756,0,690,0,1,31,0.568138,0,11098,0
0.573,81.69.251.208,192.168.23.89,61,266,1248,2065,215,60,4,32,-0.9,0,20,0
0.572,192.168.23.89,218.92.0.158,29,431,547934,860,109,264,1,16,0.56778,0,3462,0
0.572,74.125.74.141,192.168.23.89,22,80,449947,16,1,80,1,8,0.445819,0,9060,4
0.572,192.168.23.89,156.154.102.3,51,387,565846,0,1,0,2,51,0.570726,0,31205,0
0.571,54.219.203.142,192.168.23.89,21,64,349350,8,125,62,1,11,0.57723,0,17644,0
0.571,114.67.92.194,192.168.23.89,25,1347,3656,16,827,1345,1,21,-0.555556,0,42,0
0.57,194.98.65.165,192.168.23.89,22,91,482541,27,1,85,2,12,0.583544,0,35174,0
0.57,218.74.122.146,192.168.23.89,61,72,286533,1,1,73,2,54,0.584638,0,68211,0
0.569,192.168.23.89,218.92.0.138,39,364,182901,1704,107,264,1,28,0.587984,0,2062,0
0.569,34.204.202.20,192.168.23.89,66,78,248,7,1,80,3,52,-0.587302,0,50,0
0.568,192.168.23.89,192.33.4.12,152,476,320650,0,12082,0,1,152,-0.597165,0,102646,0
0.568,192.168.23.89,67.22.190.5,143,150,183148,0,1428,0,1,143,0.593781,0,20681,0
0.568,192.168.23.89,216.218.130.2,38,125,253123,0,3642,0,1,38,-0.593371,0,45313,0
0.568,143.215.172.68,192.168.23.89,34,65,525208,13,1,69,1,20,0.593178,0,42646,0
0.568,74.125.74.132,192.168.23.89,34,78,405040,16,1,80,1,14,0.440009,0,3347,5
0.568,172.253.255.33,192.168.23.89,21,85,606039,23,1,84,3,10,0.502504,0,9693,3
0.568,192.168.23.89,96.67.55.145,24,114,166349,0,16677,0,1,24,0.597625,0,15927,0
0.568,130.207.0.78,192.168.23.89,33,60,510260,12,1,56,2,10,0.251712,-0.25,67884,3
0.568,198.98.57.207,192.168.23.89,21,194,201268,1751,39,0,4,10,0.230769,0,11,52
0.567,192.168.23.89,216.40.47.26,40,128,372120,0,1,0,2,40,0.601711,0,14260,0
0.567,130.207.0.67,192.168.23.89,21,65,396509,6,1,68,2,8,-0.00684902,0.5,175893,3
0.567,51.222.85.62,192.168.23.89,23,409,184,1094,1,52,6,5,0,0.598456,0,239
0.567,178.128.118.236,192.168.23.89,23,405,199,1146,1,52,12,5,0,0.598456,0,239
0.567,103.45.118.25,192.168.23.89,112,213,148732,1965,162,60,5,72,-0.6,0,31,0
0.567,113.208.119.154,192.168.23.89,109,175,106087,1913,72,120,11,95,0.6,0,44,0
0.567,161.35.98.183,192.168.23.89,23,412,162,1146,1,52,5,5,0,0.598456,0,239
0.567,168.138.14.230,192.168.23.89,23,403,150,1094,1,52,12,5,0,0.598456,0,239
0.567,165.232.151.116,192.168.23.89,30,517,204263,2231,1711,60,2,16,0.6,0,43,0
0.566,172.253.11.4,192.168.23.89,26,84,323979,16,1,84,5,22,0.973134,0,19,0
0.566,106.53.103.194,192.168.23.89,54,270,338,1757,244,60,5,27,-0.921739,0,13,8
0.566,103.130.216.170,192.168.23.89,23,374,68,1042,1,52,13,5,0,0.607018,0,195
0.566,173.212.200.42,192.168.23.89,28,76,676316,8,1,80,2,11,0.999869,0.142857,11,3
0.565,192.168.23.89,116.203.120.172,30,201,250771,0,13244,0,1,30,0.610956,0,45764,0
0.565,192.168.23.89,205.233.56.17,32,163,68596,0,14649,0,1,32,0.611584,0,8323,0
0.565,198.180.150.12,192.168.23.89,35,89,246318,24,1,84,2,12,-0.24994,0.333333,21004,1
0.564,192.168.23.89,193.108.91.11,140,172,85309,0,4623,0,2,140,0.61806,0,5665,0
0.564,192.168.23.89,54.153.32.255,22,120,345236,0,7870,0,1,22,-0.621568,0,65964,0
0.564,161.35.118.14,192.168.23.89,53,314,767,2185,9,60,4,27,-0.919355,0,21,0
0.564,190.215.127.86,192.168.23.89,49,309,1330,1929,174,60,4,26,-0.884058,0,22,0
0.564,3.142.79.98,192.168.23.89,33,958,465020,1739,2,446,18,4,0,0.613504,0,498
0.563,192.168.23.89,192.203.230.10,65,506,276607,0,41580,0,1,65,0.626751,0,91411,0
0.563,192.168.23.89,51.15.96.103,25,116,228200,0,2667,0,1,25,0.62629,0,13307,0
0.563,192.168.23.89,221.181.185.220,68,365,137949,2152,114,264,1,63,0.623385,0,3649,0
0.563,74.125.190.144,192.168.23.89,21,79,188851,20,1,84,2,8,0.529989,0,29192,3
0.563,130.207.0.74,192.168.23.89,45,61,149380,13,727,62,1,12,-0.234365,0.2,55934,6
0.563,192.168.23.89,162.215.249.14,21,127,309131,0,19511,0,1,21,-0.622391,0,74312,0
0.563,192.168.23.89,61.133.232.250,28,466,146247,876,105,352,1,24,0.619893,0,214,0
0.562,54.219.240.123,192.168.23.89,21,63,162649,7,7,62,1,13,-0.630879,0,40247,0
0.562,143.215.172.77,192.168.23.89,23,64,355605,8,1,61,2,10,0.360129,-0.142857,46489,4
0.562,192.168.23.89,207.204.40.61,23,96,412252,0,9251,0,1,23,0.631265,0,37433,0
0.562,172.253.11.2,192.168.23.89,26,84,279818,16,2,84,3,15,0.999034,0,19,0
0.562,192.168.23.89,108.59.1.30,29,128,378705,144,3,0,1,28,-0.628715,0,38037,0
0.562,137.74.213.137,192.168.23.89,23,77,282389,18,1,73,1,6,0.99972,0,17,2
0.561,192.168.23.89,207.178.119.13,230,150,110974,0,1,0,1,230,0.635482,0,9114,0
0.561,192.168.23.89,172.64.33.54,29,108,232933,0,2592,0,1,29,-0.634338,0,52012,0
0.561,192.168.23.89,108.128.228.37,42,80,241258,0,1,0,1,42,0.635601,0,17232,0
0.561,74.125.190.149,192.168.23.89,23,79,224231,20,37,87,1,7,-0.178512,-0.333333,22519,4
0.561,49.234.108.177,192.168.23.89,81,1096,1508,1669,5,1345,7,33,-0.115578,0,110,16
0.561,179.60.150.45,192.168.23.89,21,771,9,1433,1,232,9,6,0,0.630796,0,339
0.561,159.203.173.26,192.168.23.89,50,329,1042,2185,317,60,4,24,-0.952862,0,13,8
0.561,152.136.226.15,192.168.23.89,56,182,639,1421,5,60,5,34,-0.638095,0,42,0
0.561,47.188.46.34,192.168.23.89,43,303,771,1397,7,60,3,22,-0.933934,0,21,0
0.56,192.168.23.89,74.125.20.26,46,1832,347380,9978,1,0,1,45,0.644734,0,13100,0
0.56,192.168.23.89,94.228.133.2,23,123,405736,0,6646,0,1,23,0.643923,0,31964,0
0.559,192.168.23.89,52.6.65.172,45,127,202816,0,4,0,1,45,0.649109,0,7912,0
0.559,74.125.190.146,192.168.23.89,24,83,104889,24,280,84,1,7,0.0559819,0.5,32660,3
0.558,192.168.23.89,192.5.6.30,287,503,125853,40,2757,0,1,195,0.658655,0,12483,0
0.558,192.168.23.89,192.52.178.30,275,495,135963,0,1,0,1,275,0.657605,0,13193,0
0.558,192.168.23.89,162.159.7.226,36,236,198002,0,9471,0,1,36,-0.657848,0,38913,0
0.558,74.125.46.132,192.168.23.89,37,78,417644,17,1,73,1,16,0.435181,0,2050,7
0.558,162.158.82.202,192.168.23.89,21,72,201183,69,1,69,1,17,0.653721,0,33205,0
0.557,104.143.83.2,192.168.23.89,60,79,693878,21,1,73,7,24,0.997797,0.4,5,3
0.557,172.253.12.2,192.168.23.89,34,87,271440,19,1,84,5,17,0.993773,0,19,1
0.557,85.132.32.41,192.168.23.89,21,76,350288,8,1,80,4,10,0.390325,0.142857,52140,4
0.557,49.234.96.119,192.168.23.89,47,83,370325,16,1,88,7,14,0.998668,0.333333,6,4
0.557,137.74.213.132,192.168.23.89,33,77,187050,18,1,80,5,12,0.999731,-0.428571,5,2
0.556,192.168.23.89,192.41.162.30,294,500,112671,0,1,0,2,294,0.666112,0,8411,0
0.556,192.168.23.89,97.74.105.46,27,226,420773,0,730,0,1,27,-0.669687,0,65132,0
0.556,143.215.172.87,192.168.23.89,27,65,344762,58,4,58,1,8,-0.312035,-0.2,95482,5
0.556,172.253.2.1,192.168.23.89,21,85,349511,11,2,84,3,11,0.663419,0,9071,0
0.555,74.125.190.140,192.168.23.89,21,82,247676,22,2,84,1,7,0.435682,-0.142857,27339,3
0.555,37.9.71.225,192.168.23.89,25,74,413783,7,1,76,2,12,0.306086,-0.333333,118551,1
0.555,66.185.123.243,192.168.23.89,29,76,173421,15,2,73,1,14,-0.544778,0,26469,4
0.555,111.229.237.32,192.168.23.89,115,164,121299,1833,74,60,8,85,0.736842,0,28,0
0.555,45.240.88.174,192.168.23.89,55,173,280,1861,149,60,3,46,0.674419,0,32,0
0.554,192.168.23.89,193.108.91.220,57,112,96799,0,1,0,1,57,0.676869,0,8488,0
0.554,143.215.172.76,192.168.23.89,21,62,477892,12,8,65,1,8,0.583543,0,119992,3
0.553,192.168.23.89,192.36.148.17,539,478,174987,0,1,0,3,539,0.689601,0,37842,0
0.553,192.168.23.89,112.196.74.82,22,268,578,2024,187,88,2,20,0.685279,0,37,0
0.552,192.168.23.89,138.68.27.235,36,143,84846,0,1,0,2,36,0.692907,0,6078,0
0.552,192.168.23.89,194.169.218.14,354,315,156359,0,1,0,1,354,0.696083,0,13231,0
0.552,221.181.185.220,192.168.23.89,281,147,102879,2095,1,60,35,201,0.992476,0,21,0
0.552,218.92.0.138,192.168.23.89,89,106,964880,2031,1,60,24,42,0.933884,0,4,20
0.551,62.138.3.40,192.168.23.89,42,442,567229,1153,1,69,5,18,0.998897,0,5,17
0.551,192.168.23.89,221.181.185.237,43,1928,119349,3220,1687,2220,1,29,0.66381,0,6641,0
0.55,192.168.23.89,104.168.172.165,23,102,238835,0,2125,0,1,23,0.700434,0,16539,0
0.549,142.103.1.1,192.168.23.89,24,91,246010,27,1,85,3,14,0.705517,0,59379,0
0.549,3.239.113.165,192.168.23.89,61,78,245,7,1,80,4,52,-0.708333,0,41,0
0.548,192.168.23.89,69.12.213.130,22,132,332834,0,1979,0,1,22,0.714052,0,7643,0
0.547,192.168.23.89,218.92.0.171,31,406,549793,1552,109,264,1,21,0.717617,0,2092,0
0.547,74.125.74.142,192.168.23.89,36,78,389614,24,1,73,2,15,0.499594,0,2874,7
0.547,192.168.23.89,194.109.9.12,27,122,177928,0,1788,0,1,27,0.719819,0,16051,0
0.547,192.168.23.89,172.104.33.137,28,101,224544,0,2072,0,1,28,0.724156,0,10940,0
0.547,111.207.182.2,192.168.23.89,57,248,445,1853,244,60,4,36,-0.82199,0,27,0
0.547,98.122.254.143,192.168.23.89,81,242,7687,1324,6,60,4,50,0.721366,0,226,0
0.547,192.168.23.89,113.31.152.52,116,173,227092,2124,93,88,10,111,-0.72093,0,36,0
0.546,45.155.205.225,192.168.23.89,572,1083,51001,1671,1,128,114,19,0,-0.694789,1,203
0.545,192.168.23.89,207.246.108.138,100,150,107120,0,1695,0,1,100,0.734657,0,12336,0
0.545,192.168.23.89,147.75.64.146,23,121,199929,0,2421,0,1,23,0.732399,0,18696,0
0.545,172.253.12.5,192.168.23.89,29,85,279816,27,1,84,3,11,0.999774,0,20,2
0.545,172.253.11.5,192.168.23.89,24,84,271444,19,1,84,3,13,0.996667,0,22,0
0.545,108.162.244.169,192.168.23.89,136,77,86357,75,1,75,20,101,0.997464,0,22,0
0.545,94.23.253.21,192.168.23.89,461,608,177295,1140,1,80,305,113,0,0.732733,0,424
0.545,42.193.116.130,192.168.23.89,150,215,348017,2069,158,60,9,99,0.735849,0,45,0
0.545,113.53.238.195,192.168.23.89,131,177,632,1749,7,60,30,78,-0.835052,0,27,0
0.544,74.125.112.5,192.168.23.89,36,79,475182,18,1,80,2,14,0.519831,0,3779,7
0.544,74.125.46.7,192.168.23.89,30,78,870580,17,1,73,1,13,0.518248,0,2199,7
0.544,51.38.132.206,192.168.23.89,37,74,367029,13,1,80,4,10,0.998879,0.25,11,4
0.544,18.222.83.161,192.168.23.89,31,441,168,1094,1,239,9,6,0,0.7344,0,195
0.543,192.168.23.89,52.71.102.73,30,86,201009,0,1,0,1,30,0.742367,0,36310,0
0.543,192.168.23.89,64.98.148.13,50,144,372120,0,1,0,1,50,0.742818,0,12345,0
0.543,192.168.23.89,54.36.241.161,36,354,710989,2036,199,88,2,28,0.74376,0,87,0
0.542,192.168.23.89,71.19.155.3,25,132,203602,0,1693,0,1,25,0.748273,0,10740,0
0.542,66.28.28.210,192.168.23.89,21,90,413445,27,1,85,1,9,-0.657695,0,126139,3
0.542,125.60.148.184,192.168.23.89,64,213,578,1298,7,44,7,37,-0.753695,0,33,0
0.541,42.192.152.72,192.168.23.89,76,229,426558,2073,37,60,4,53,0.754386,0,31,0
0.541,172.253.255.36,192.168.23.89,21,88,108392,24,2,84,3,4,0.231999,0.4,11103,4
0.54,74.125.112.3,192.168.23.89,23,78,610708,16,1,73,2,10,0.545861,0,2813,7
0.54,195.246.120.84,192.168.23.89,23,1470,70272,1307,5,1763,3,15,-0.736872,0,5989,0
0.54,23.148.145.7,192.168.23.89,48,80,71894,0,8655,80,1,48,0.760243,0,3119,0
0.539,151.164.108.24,192.168.23.89,34,76,695671,7,1,80,4,18,0.999443,0,23,0
0.539,192.168.23.89,67.227.190.38,27,132,261782,0,1585,0,1,27,0.76731,0,8169,0
0.539,192.168.23.89,162.159.6.6,26,236,182529,0,2508,0,1,26,-0.77136,0,68963,0
0.538,192.168.23.89,142.93.88.85,22,129,357394,0,2658,0,1,22,0.773809,0,13760,0
0.538,192.168.23.89,74.125.142.26,44,1958,502953,20017,1,0,4,43,0.776861,0,7822,0
0.538,74.125.112.6,192.168.23.89,23,79,454431,17,44,73,1,9,0.55421,0,3263,7
0.538,94.130.65.34,192.168.23.89,50,100,141848,31,1,108,4,14,0.846154,-0.769231,1,4
0.537,192.168.23.89,199.19.54.1,121,403,207200,531,1,0,2,111,0.781226,0,19114,0
0.537,192.168.23.89,201.72.179.51,23,353,495530,2040,1294,88,3,20,-0.782222,0,368,0
0.537,130.207.129.210,192.168.23.89,23,63,578476,8,1,61,1,10,0.248635,0.5,54900,1
0.536,192.168.23.89,202.12.27.33,135,473,250201,52,1,0,2,92,-0.786914,0,78760,0
0.536,192.168.23.89,205.251.192.239,29,124,149278,0,1956,0,1,29,0.78535,0,11326,0
0.535,145.102.6.49,192.168.23.89,212,77,57117,15,1,76,8,78,0.700445,0,4243,3
0.535,145.102.6.73,192.168.23.89,212,77,57905,15,1,76,11,78,0.701593,0,4176,3
0.535,172.253.14.1,192.168.23.89,34,87,245713,19,1,84,5,17,0.998865,0,21,3
0.535,130.207.129.199,192.168.23.89,23,60,293992,12,1,56,4,10,-0.0602821,0.666667,4661,2
0.534,145.102.6.58,192.168.23.89,212,77,57459,14,1,76,10,78,0.706419,0,3872,3
0.534,192.168.23.89,63.33.142.3,32,79,210595,0,3094,0,1,32,0.798426,0,20485,0
0.534,192.168.23.89,74.125.20.27,44,1480,261289,0,1,0,2,44,0.801903,0,6728,0
0.534,192.168.23.89,52.66.182.170,30,123,361300,0,77311,0,1,30,0.798425,0,24750,0
0.534,200.71.154.142,192.168.23.89,61,431,596509,3871,1,0,8,17,0.2,-0.434783,5,132
0.533,192.168.23.89,198.97.190.53,59,423,274014,0,2761,0,1,59,0.806564,0,28664,0
0.533,71.252.0.141,192.168.23.89,22,76,298739,11,23059,73,1,10,-0.216873,-0.428571,113331,5
0.533,207.180.201.180,192.168.23.89,22,77,734405,8,2,80,1,9,-0.207499,-0.5,18393,3
0.532,84.200.70.40,192.168.23.89,65,75,371335,27,1,76,5,26,0.515741,-0.2,21212,3
0.532,192.168.23.89,195.123.241.139,105,149,141228,0,1,0,1,105,0.809119,0,13522,0
0.532,79.124.62.10,192.168.23.89,26,319,333744,2418,5,0,5,8,0.666667,0.0769231,2,48
0.531,192.168.23.89,72.142.145.29,29,114,86248,0,15730,0,1,29,0.814925,0,6249,0
0.531,192.168.23.89,119.45.6.9,187,141,635666,1852,291,88,14,164,0.818182,0,45,0
0.531,172.253.1.129,192.168.23.89,29,83,274437,13,1,80,3,12,0.689871,0,9284,4
0.531,207.170.55.88,192.168.23.89,29,86,246649,24,1,85,1,24,0.814991,0,75509,0
0.53,141.98.80.89,192.168.23.89,35,487,286992,1965,6,116,5,17,0.555556,0,8,64
0.53,66.82.4.15,192.168.23.89,25,75,429739,7,1,73,2,14,0.82489,0,22611,0
0.53,123.139.156.3,192.168.23.89,210,152,54352,1449,7,60,95,95,0.588235,0,7,120
0.53,115.60.63.161,192.168.23.89,62,206,425,1345,7,60,5,36,-0.824176,0,30,0
0.53,71.6.199.23,192.168.23.89,21,742,4,1153,1,776,4,2,0,-0.814286,0,97
0.529,192.168.23.89,162.159.3.11,22,236,256995,0,4287,0,1,22,-0.830785,0,97795,0
0.529,23.132.96.223,192.168.23.89,40,76,19076,4,132256,76,1,32,0.828309,0,4185,0
0.529,143.215.172.66,192.168.23.89,32,62,543573,7,1,64,1,10,0.799454,0,16013,1
0.529,172.253.206.33,192.168.23.89,23,83,156580,27,1,84,3,10,0.998919,0,22,3
0.529,172.253.255.35,192.168.23.89,22,85,386618,15,1,84,4,9,0.999843,0.5,7,3
0.529,40.121.156.68,192.168.23.89,36,1020,14811,1372,1,1123,11,4,0,0.809524,0,38
0.529,68.183.117.96,192.168.23.89,61,213,982,2133,130,60,6,45,0.829787,0,38,0
0.529,192.168.23.89,113.208.119.154,97,191,106118,1060,72,176,11,95,-0.827586,0,31,0
0.528,172.253.14.5,192.168.23.89,24,85,304566,16,1,84,6,17,0.999193,0,25,0
0.528,74.125.74.138,192.168.23.89,23,80,354619,17,1,80,2,9,0.612354,0,6558,7
0.528,141.98.80.69,192.168.23.89,27,369,282953,2069,7,116,3,13,0.636364,0,6,56
0.528,139.186.2.54,192.168.23.89,112,170,1357,1869,189,60,6,85,0.837209,0,71,0
0.527,38.104.99.142,192.168.23.89,55,94,258204,27,1,85,7,30,0.839105,0,6858,0
0.527,205.138.224.136,192.168.23.89,44,91,239808,27,1,85,2,27,0.837243,0,18346,0
