Score,Source IP,Destination IP,Connections,Avg Bytes,Intvl Range,Size Range,Top Intvl,Top Size,Top Intvl Count,Top Size Count,Intvl Skew,Size Skew,Intvl Dispersion,Size Dispersion
0.784,103.10.87.54,192.168.23.89,51,137,44,1817,29,60,7,48,0.2,0,3,0
0.784,192.168.23.89,81.70.204.31,49,121,450,640,75,88,8,42,0.2,0,3,0
0.784,192.168.23.89,161.35.178.186,45,179,118,2072,95,88,7,43,0.2,0,3,0
0.784,192.168.23.89,106.54.84.127,49,114,551,632,121,88,7,45,0.2,0,3,0
0.784,200.233.186.57,192.168.23.89,51,142,712,1493,97,60,9,47,-0.2,0,3,0
0.784,106.54.84.127,192.168.23.89,52,121,647,1493,121,60,7,46,-0.2,0,3,0
0.784,81.70.204.31,192.168.23.89,52,126,504,1493,75,60,8,43,0.2,0,3,0
0.784,128.116.235.89,192.168.23.89,62,170,1129,1873,152,60,4,46,0,0,9,0
0.784,192.168.23.89,200.233.186.57,47,103,110,720,97,88,8,46,-0.2,0,3,0
0.784,192.168.23.89,49.234.224.88,46,150,111,2164,96,88,7,44,-0.2,0,3,0
0.784,192.168.23.89,81.68.243.13,40,178,225,1852,221,88,7,33,0.2,0,3,0
0.784,192.168.23.89,144.34.192.10,25,88,373,0,343,88,3,25,0,0,9,0
0.784,24.92.187.245,192.168.23.89,50,85,97,1285,44,60,6,49,0.2,0,3,0
0.784,192.168.23.89,190.89.144.18,47,171,1132,1996,158,88,6,45,-0.2,0,3,0
0.784,61.32.231.155,192.168.23.89,55,141,1073,1913,124,60,8,47,0.2,0,3,0
0.784,35.185.181.123,192.168.23.89,52,141,10045,1493,143,60,8,48,0.2,0,3,0
0.784,192.168.23.89,61.32.231.155,48,115,132,1324,124,88,7,47,0.2,0,3,0
0.784,192.168.23.89,118.89.245.202,47,104,136,88,133,88,6,38,0.2,0,3,0
0.784,192.168.23.89,106.54.253.9,42,105,1002,552,150,88,4,39,0,0,9,0
0.784,206.189.146.142,192.168.23.89,43,158,4049,1509,155,60,5,39,0.2,0,3,0
0.784,192.168.23.89,101.36.118.82,47,88,198,0,188,88,8,47,-0.2,0,3,0
0.784,178.128.215.76,192.168.23.89,21,192,449,1389,167,60,3,19,-0.2,0,3,0
0.784,192.168.23.89,111.231.71.235,48,116,102,1028,104,88,7,45,0.2,0,3,0
0.784,118.89.245.202,192.168.23.89,51,156,850,1685,133,60,6,38,0.2,0,3,0
0.784,192.168.23.89,51.38.188.63,49,146,299,2076,135,88,6,47,-0.2,0,3,0
0.784,192.168.23.89,119.45.120.121,49,115,112,632,72,88,6,40,-0.2,0,3,0
0.784,192.168.23.89,159.75.111.20,46,186,114,2164,103,88,7,41,-0.2,0,3,0
0.784,192.168.23.89,132.232.88.59,45,154,35,1140,194,88,4,33,0,0,9,0
0.784,192.168.23.89,59.15.3.197,48,115,28,1336,137,88,6,47,-0.2,0,3,0
0.784,192.168.23.89,167.71.16.200,46,132,138,2032,116,88,5,45,0.2,0,3,0
0.784,192.168.23.89,218.29.196.186,47,154,178,1864,162,88,6,44,0.2,0,3,0
0.784,103.124.94.169,192.168.23.89,56,126,1944,1977,42,60,8,48,-0.2,0,3,0
0.784,192.168.23.89,129.226.76.90,43,158,218,1944,211,88,7,40,0.2,0,3,0
0.784,192.168.23.89,95.85.34.53,48,104,137,800,134,88,8,47,0.2,0,3,0
0.784,192.168.23.89,116.59.25.192,50,160,1128,1548,147,88,8,47,-0.2,0,3,0
0.784,192.168.23.89,121.4.204.252,44,127,213,1588,208,88,7,42,-0.2,0,3,0
0.784,192.168.23.89,180.76.237.37,50,150,103,1864,151,88,6,47,-0.2,0,3,0
0.784,159.203.73.181,192.168.23.89,50,113,561,1389,135,60,10,48,-0.2,0,3,0
0.784,192.168.23.89,51.68.224.53,48,143,133,2020,134,88,7,46,-0.2,0,3,0
0.784,192.168.23.89,45.189.12.186,47,146,113,2032,101,88,7,45,0.2,0,3,0
0.784,192.168.23.89,154.92.15.24,46,143,175,2388,161,88,5,43,0.2,0,3,0
0.784,192.168.23.89,81.70.205.107,47,129,101,1928,96,88,6,46,-0.2,0,3,0
0.784,192.168.23.89,187.188.107.115,35,88,171,0,167,88,6,35,-0.2,0,3,0
0.784,187.188.107.115,192.168.23.89,37,132,481,1389,167,60,6,35,-0.2,0,3,0
0.784,203.195.207.85,192.168.23.89,53,159,527,1637,170,52,9,45,0.2,0,3,0
0.783,149.129.220.95,192.168.23.89,65,224,996,1913,160,192,8,34,-0.2,0,3,0
0.783,192.168.23.89,120.92.38.249,49,353,2267,48,128,352,8,47,-0.2,0,3,0
0.783,192.168.23.89,139.217.129.158,38,359,16,288,159,352,5,37,0.2,0,3,0
0.782,119.28.113.246,192.168.23.89,37,1316,1461,1189,751,1345,3,24,-0.0909091,0,6,0
0.782,192.168.23.89,123.30.149.34,71,170,163,1952,129,88,7,68,-0.0769231,0,7,0
0.782,192.168.23.89,81.68.217.130,48,235,195,2388,164,88,5,44,0.0769231,0,7,0
0.782,192.168.23.89,180.76.105.165,48,139,201,1836,162,88,4,46,0.0769231,0,7,0
0.782,192.168.23.89,121.4.73.38,47,135,210,1996,162,88,3,44,-0.0769231,0,7,0
0.782,192.168.23.89,128.116.235.89,49,162,1109,1528,152,88,4,46,-0.0769231,0,7,0
0.782,81.70.32.28,192.168.23.89,56,149,774,1853,142,60,5,47,-0.0769231,0,7,0
0.782,192.168.23.89,81.70.32.28,48,134,245,2164,142,88,5,46,0.0769231,0,7,0
0.782,192.168.23.89,178.27.84.170,37,155,250,1852,235,88,5,35,-0.0769231,0,7,0
0.782,121.4.111.232,192.168.23.89,60,153,962,1829,201,60,6,45,0.0769231,0,7,0
0.782,176.53.182.138,192.168.23.89,55,145,722,1913,151,60,5,47,-0.0769231,0,7,0
0.782,192.168.23.89,121.5.60.195,38,157,222,1588,222,88,4,30,0.0769231,0,7,0
0.781,192.168.23.89,119.45.34.52,72,456,637112,2076,217,352,4,37,-0.0769231,0,7,0
0.781,47.242.30.11,192.168.23.89,23,447,2699,1089,445,272,3,20,0.0769231,0,7,0
0.781,192.168.23.89,179.216.180.76,33,404,290,1352,274,352,5,30,-0.0769231,0,7,0
0.78,186.67.248.5,192.168.23.89,95,1566,3397,1470,869,1570,9,69,0.0666667,0,7,0
0.78,81.68.105.55,192.168.23.89,51,114,484,1421,143,60,4,47,-0.0588235,0,8,0
0.779,199.30.231.11,192.168.23.89,26,72,276698,9,1,76,6,8,0,0.2,1,3
0.779,192.168.23.89,181.13.142.141,31,103,1089,472,292,88,4,30,0.0588235,0,8,0
0.778,13.52.1.14,192.168.23.89,25,78,20802,7,1,80,2,20,0,0,10,0
0.778,18.232.177.215,192.168.23.89,21,80,17,14,1,87,2,11,0,0,10,0
0.778,192.168.23.89,190.171.133.10,55,190,193,1952,152,88,6,52,-0.2,0,4,0
0.778,139.59.79.207,192.168.23.89,72,231,766,1701,164,60,6,50,-0.166667,0,5,0
0.778,174.138.40.185,192.168.23.89,83,210,949,2045,142,60,7,61,-0.2,0,4,0
0.778,192.168.23.89,122.144.212.144,58,161,861,1416,147,88,6,55,-0.2,0,4,0
0.778,138.197.157.206,192.168.23.89,44,245,814,1397,266,60,4,31,0.0666667,0,8,0
0.778,192.168.23.89,182.254.149.130,51,207,187,2044,154,88,6,48,0.2,0,4,0
0.778,151.80.149.223,192.168.23.89,82,190,584,1889,154,60,9,59,-0.166667,0,5,0
0.778,47.254.238.145,192.168.23.89,70,164,661,1745,126,60,7,51,-0.2,0,4,0
0.778,192.168.23.89,104.131.172.37,54,198,178,1992,154,88,5,51,0.2,0,4,0
0.778,212.33.250.241,192.168.23.89,79,201,672,1889,146,60,8,57,-0.166667,0,5,0
0.778,111.229.211.66,192.168.23.89,51,171,835,1301,147,60,4,38,0.0666667,0,8,0
0.778,144.34.192.10,192.168.23.89,30,197,911,1285,343,60,4,25,-0.0666667,0,8,0
0.778,192.168.23.89,49.235.29.185,47,173,180,1996,170,88,5,44,0.2,0,4,0
0.778,161.35.138.131,192.168.23.89,55,157,1083,2185,125,60,5,47,0.166667,0,5,0
0.778,101.36.127.150,192.168.23.89,62,159,151,1853,142,60,6,47,-0.2,0,4,0
0.777,51.89.134.86,192.168.23.89,3097,335,89083,787292,1,0,905,2313,0.333333,0,1,0
0.777,192.168.23.89,124.160.96.249,43,493,272,2032,187,352,6,40,0.2,0,4,0
0.777,5.252.35.122,192.168.23.89,101,16,89100,40,1,0,15,68,0.142857,0,6,0
0.777,139.99.140.55,192.168.23.89,31,16,313,40,1,0,7,21,0.142857,0,6,0
0.777,54.39.252.71,192.168.23.89,25,22,38,40,1,0,5,15,0.142857,0,6,0
0.777,192.168.23.89,159.89.47.106,47,214,209,1984,186,88,5,44,0.142857,0,6,0
0.776,150.158.163.228,192.168.23.89,131,153,393,1889,92,60,14,94,-0.25,0,3,0
0.775,165.166.10.10,192.168.23.89,39,94,687221,23,1,85,5,21,0.25,0,3,0
0.775,192.168.23.89,106.12.205.149,90,204,792326,1952,185,88,7,79,-0.0526316,0,9,0
0.775,2.196.193.181,192.168.23.89,61,267,635,1801,166,60,7,49,-0.25,0,3,0
0.775,192.168.23.89,120.221.149.166,48,165,202,1240,177,88,5,45,-0.25,0,3,0
0.775,118.24.134.15,192.168.23.89,89,180,346,1913,136,60,12,63,-0.25,0,3,0
0.775,192.168.23.89,187.18.108.73,94,153,115,2032,94,88,12,90,0.25,0,3,0
0.775,192.168.23.89,62.234.178.25,41,216,347,1996,211,88,6,37,0.25,0,3,0
0.775,58.211.203.122,192.168.23.89,115,152,234,1861,84,60,13,94,-0.25,0,3,0
0.775,192.168.23.89,111.47.18.22,50,213,183,2164,163,88,6,47,0.25,0,3,0
0.775,192.168.23.89,119.27.189.65,47,124,171,1716,147,88,5,46,0.25,0,3,0
0.775,192.168.23.89,103.213.96.15,40,107,217,176,216,88,5,33,0.25,0,3,0
0.775,192.168.23.89,49.51.248.14,48,88,141,0,140,88,6,48,0.25,0,3,0
0.775,51.68.224.53,192.168.23.89,56,153,156,1853,134,60,7,47,-0.25,0,3,0
0.775,188.166.23.215,192.168.23.89,56,150,367,1877,141,60,8,47,0.25,0,3,0
0.774,106.54.253.9,192.168.23.89,46,156,1131,1577,150,60,4,39,-0.0588235,0,9,0
0.774,192.168.23.89,188.166.43.209,48,136,241,1908,165,88,3,46,0.0588235,0,9,0
0.773,176.111.173.18,192.168.23.89,143,280,693010,61,2,279,89,28,0,0.333333,0,1
0.773,44.234.99.225,192.168.23.89,38,17,512,40,2,0,8,25,0.333333,0,1,0
0.773,89.34.96.62,192.168.23.89,68,20,209831,80,1,0,20,43,0.333333,0,1,0
0.773,79.137.66.17,192.168.23.89,29,15,10,40,1,0,4,20,-0.333333,0,1,0
0.773,103.208.218.150,192.168.23.89,76,219,694,1889,155,60,7,54,-0.2,0,5,0
0.773,192.168.23.89,174.138.49.199,52,204,90671,2032,148,88,5,49,0.166667,0,6,0
0.773,192.168.23.89,81.71.119.159,57,182,182,1860,153,88,7,54,0.166667,0,6,0
0.773,208.113.164.202,192.168.23.89,77,242,862810,2185,159,60,7,54,-0.2,0,5,0
0.773,192.168.23.89,59.148.18.42,52,217,187,2284,161,88,5,48,0.166667,0,6,0
0.773,98.251.192.253,192.168.23.89,73,12,576,80,1,0,26,54,0.333333,0,1,0
0.773,192.168.23.89,103.149.27.65,35,246,343183,1852,250,88,4,32,-0.2,0,5,0
0.773,121.121.149.233,192.168.23.89,67,219,282125,1913,168,60,6,49,-0.2,0,5,0
0.773,45.55.222.162,192.168.23.89,82,212,1093,2045,142,60,8,60,-0.2,0,5,0
0.773,51.91.110.51,192.168.23.89,85,200,777,1941,145,60,8,60,-0.2,0,5,0
0.773,136.175.200.178,192.168.23.89,32,10,15,40,1,0,11,24,0.333333,0,1,0
0.773,192.168.23.89,106.12.136.154,92,148,163,1860,72,88,9,85,0.166667,0,6,0
0.773,136.175.200.21,192.168.23.89,83,12,168927,40,1,0,24,60,0.333333,0,1,0
0.773,54.39.209.237,192.168.23.89,124,18,1178,40,1,0,37,81,0.333333,0,1,0
0.773,192.168.23.89,91.121.91.82,58,194,163,2164,149,88,6,55,-0.166667,0,6,0
0.773,123.127.244.100,192.168.23.89,62,263,1365,1817,162,60,6,51,0.2,0,5,0
0.773,192.168.23.89,81.71.47.214,29,200,427,1272,267,88,3,22,-0.166667,0,6,0
0.773,192.168.23.89,92.80.217.82,56,167,224,1416,162,88,5,50,-0.166667,0,6,0
0.773,192.168.23.89,211.219.18.186,49,215,185,2176,161,88,5,46,-0.2,0,5,0
0.773,193.123.207.108,192.168.23.89,32,10,6,40,1,0,8,24,0.333333,0,1,0
0.773,172.81.246.239,192.168.23.89,52,141,613,1493,151,60,4,47,-0.2,0,5,0
0.773,121.241.244.92,192.168.23.89,53,232,1874,1737,226,60,4,45,-0.166667,0,6,0
0.773,140.206.157.242,192.168.23.89,61,202,1093,1853,126,60,7,45,-0.2,0,5,0
0.773,192.168.23.89,1.229.255.120,47,152,302,2296,172,88,5,45,-0.2,0,5,0
0.773,192.168.23.89,81.70.7.32,44,140,332,768,198,88,3,34,0.166667,0,6,0
0.773,192.168.23.89,42.192.88.13,48,130,201,552,180,88,5,40,0.2,0,5,0
0.773,84.255.249.179,192.168.23.89,56,167,782,1913,146,60,6,46,0.2,0,5,0
0.773,192.168.23.89,213.158.29.179,47,118,183,1804,149,80,6,46,0.2,0,5,0
0.773,157.245.4.113,192.168.23.89,61,181,212,2029,142,60,5,46,-0.166667,0,6,0
0.773,114.113.237.67,192.168.23.89,54,116,244,1461,126,60,4,48,-0.2,0,5,0
0.773,189.112.242.114,192.168.23.89,162,66,359,0,1,40,64,162,0.333333,0,1,0
0.772,192.168.23.89,46.245.222.203,54,448,179,1736,158,352,5,51,0.2,0,5,0
0.771,157.230.128.135,192.168.23.89,101,225,787631,2037,158,60,8,72,-0.142857,0,7,0
0.771,123.183.172.85,192.168.23.89,82,171,287,1929,132,60,6,59,0.142857,0,7,0
0.771,192.168.23.89,81.69.251.208,39,230,262,1856,207,88,4,32,0.111111,0,8,0
0.771,192.168.23.89,61.244.80.223,55,198,159,2044,148,88,6,52,-0.142857,0,7,0
0.771,217.20.178.242,192.168.23.89,77,185,237,1929,152,60,6,56,-0.142857,0,7,0
0.771,192.168.23.89,118.25.63.170,46,230,241,2168,175,88,3,39,-0.142857,0,7,0
0.771,81.70.7.32,192.168.23.89,54,174,775,1361,198,60,3,35,-0.111111,0,8,0
0.771,67.207.87.105,192.168.23.89,50,142,102,1441,195,60,5,47,0.142857,0,7,0
0.771,192.168.23.89,106.13.168.180,42,183,849,1864,204,88,4,34,-0.142857,0,7,0
0.771,183.82.34.250,192.168.23.89,64,134,921,1504,165,60,5,47,-0.142857,0,7,0
0.771,202.69.36.45,192.168.23.89,58,156,1199,1685,163,60,4,47,0.142857,0,7,0
0.771,192.168.23.89,81.68.242.64,47,135,202,1808,148,88,5,43,0.142857,0,7,0
0.77,192.168.23.89,142.93.132.110,120,186,845781,1996,144,88,12,114,0.25,0,4,0
0.77,192.168.23.89,1.180.211.138,48,451,424705,1980,161,352,4,45,0.142857,0,7,0
0.77,192.168.23.89,103.4.217.138,46,257,361019,1944,219,88,5,42,0.25,0,4,0
0.77,192.168.23.89,124.156.107.201,53,187,183,1752,156,88,4,50,-0.25,0,4,0
0.77,192.168.23.89,101.33.123.67,51,220,175,2256,164,88,6,48,0.25,0,4,0
0.77,161.35.53.202,192.168.23.89,80,226,1178,2185,148,60,8,58,-0.25,0,4,0
0.77,111.229.158.93,192.168.23.89,94,182,176,1913,126,60,10,62,-0.25,0,4,0
0.77,106.75.70.231,192.168.23.89,77,205,292,1873,148,60,8,56,-0.25,0,4,0
0.77,192.168.23.89,139.59.79.207,50,217,181,2164,164,88,5,47,0.25,0,4,0
0.77,192.168.23.89,80.249.84.99,57,190,174,1952,151,88,7,54,0.25,0,4,0
0.77,153.126.187.46,192.168.23.89,62,202,2878,1853,156,60,7,45,-0.25,0,4,0
0.77,149.56.44.101,192.168.23.89,83,210,1237,2045,142,60,8,61,-0.25,0,4,0
0.77,103.124.95.136,192.168.23.89,99,172,386,1869,118,60,12,77,-0.25,0,4,0
0.77,192.168.23.89,167.71.139.119,61,188,162,2164,138,88,6,58,-0.25,0,4,0
0.77,192.168.23.89,164.77.117.10,51,175,243,1416,172,88,5,45,0.25,0,4,0
0.77,182.254.149.130,192.168.23.89,62,263,1304,1821,154,60,7,51,0.25,0,4,0
0.77,106.12.185.16,192.168.23.89,77,223,1139,2017,146,60,7,55,-0.25,0,4,0
0.77,192.168.23.89,183.129.174.68,95,134,111,1064,97,88,10,74,0.25,0,4,0
0.77,192.168.23.89,176.122.129.114,24,329,379,1932,341,88,4,21,0.25,0,4,0
0.77,47.250.40.25,192.168.23.89,80,166,428,1705,156,52,8,59,-0.25,0,4,0
0.77,192.168.23.89,122.202.32.70,47,212,205,2076,185,88,6,44,-0.25,0,4,0
0.77,192.168.23.89,152.136.133.117,35,218,296,1588,249,88,3,30,-0.25,0,4,0
0.77,91.144.20.198,192.168.23.89,80,196,1120,1929,149,60,12,58,-0.25,0,4,0
0.77,192.168.23.89,91.205.128.170,57,194,169,2032,143,88,6,54,-0.25,0,4,0
0.77,192.168.23.89,134.209.98.180,49,212,183,2032,169,88,5,46,0.25,0,4,0
0.77,192.168.23.89,159.65.207.89,55,163,381,1996,152,88,5,51,0.25,0,4,0
0.77,51.195.101.173,192.168.23.89,87,188,470,1977,138,60,10,63,-0.25,0,4,0
0.77,192.168.23.89,120.53.223.202,37,212,488,1680,217,88,5,33,-0.25,0,4,0
0.77,192.168.23.89,5.253.24.30,49,220,183,2164,170,88,6,46,0.25,0,4,0
0.77,179.43.151.219,192.168.23.89,82,210,950,1957,142,60,11,61,-0.25,0,4,0
0.77,192.168.23.89,212.33.250.241,57,176,167,1708,149,88,7,54,0.25,0,4,0
0.77,192.168.23.89,67.211.208.83,47,205,224,1840,194,88,5,44,0.25,0,4,0
0.77,205.185.121.222,192.168.23.89,55,151,688,2029,137,60,8,47,-0.25,0,4,0
0.77,81.68.243.13,192.168.23.89,53,217,1082,1749,221,60,9,34,-0.25,0,4,0
0.77,209.97.158.127,192.168.23.89,56,160,642,2201,148,60,7,47,-0.25,0,4,0
0.77,192.168.23.89,106.124.142.64,49,160,561,1860,88,88,7,36,0.25,0,4,0
0.77,192.168.23.89,187.170.158.120,46,88,171,0,158,88,5,46,0.25,0,4,0
0.77,106.124.142.64,192.168.23.89,53,148,642,1737,88,60,7,37,0.25,0,4,0
0.77,192.168.23.89,121.4.78.77,49,142,730,1468,237,88,5,46,0.25,0,4,0
0.77,192.168.23.89,144.91.70.164,46,139,190,2388,161,88,4,45,0.25,0,4,0
0.77,157.230.35.44,192.168.23.89,55,171,443,1853,169,60,6,46,-0.25,0,4,0
0.77,192.168.23.89,185.194.49.132,49,113,109,632,143,88,6,47,0.25,0,4,0
0.77,121.172.108.19,192.168.23.89,56,161,1158,1877,160,60,8,46,-0.25,0,4,0
0.77,192.168.23.89,81.70.155.151,45,194,269,2388,87,88,5,38,0.25,0,4,0
0.77,68.116.41.6,192.168.23.89,55,176,519,2021,156,60,6,46,-0.25,0,4,0
0.77,192.168.23.89,121.172.108.19,47,116,184,1336,160,88,7,46,-0.25,0,4,0
0.77,192.168.23.89,183.82.34.250,50,140,891,1033,161,88,5,47,0.25,0,4,0
0.77,161.35.178.99,192.168.23.89,48,147,595,1389,198,60,6,44,0.25,0,4,0
0.77,160.153.234.236,192.168.23.89,56,127,487,1557,137,52,7,47,-0.25,0,4,0
0.77,178.128.248.121,192.168.23.89,55,173,1331,1869,130,60,6,46,-0.25,0,4,0
0.77,192.168.23.89,68.183.229.218,50,224,50530,6168,168,88,5,48,-0.25,0,4,0
0.769,195.2.241.100,192.168.23.89,22,73,451979,13,1,69,7,5,0,0.2,0,6
0.769,59.149.86.10,192.168.23.89,84,1267,2991,1361,989,1345,6,64,0,0,11,0
0.769,167.99.246.94,192.168.23.89,83,196,541,1993,151,60,7,60,-0.125,0,8,0
0.769,192.168.23.89,118.70.233.206,49,449,196,1600,178,352,6,46,0.25,0,4,0
0.769,192.168.23.89,31.125.91.61,50,454,227,1396,174,380,5,47,0.25,0,4,0
0.769,192.168.23.89,195.122.226.164,48,357,367,272,174,352,4,47,0.25,0,4,0
0.768,145.102.6.74,192.168.23.89,213,70,254579,9,1,69,28,64,0,0.333333,0,2
0.768,145.102.6.79,192.168.23.89,86,70,341463,9,1,67,9,32,0,0.333333,0,2
0.768,145.102.6.113,192.168.23.89,26,76,739051,7,1,73,4,8,0,0.333333,0,2
0.768,74.63.17.249,192.168.23.89,27,75,670586,11,3,73,1,13,0,0,9,3
0.768,51.222.26.69,192.168.23.89,428,11,165829,40,1,0,79,311,0.333333,0,2,0
0.768,192.168.23.89,45.55.134.210,111,144,34554,2072,142,88,10,108,0.230769,0,5,0
0.768,180.76.105.165,192.168.23.89,56,153,494,1825,162,60,4,47,0.125,0,8,0
0.768,192.168.23.89,111.229.211.66,46,107,168,176,143,88,3,37,0.125,0,8,0
0.768,106.75.249.8,192.168.23.89,60,205,641,1977,154,60,6,45,-0.230769,0,5,0
0.768,145.102.6.95,192.168.23.89,26,76,135509,7,1,73,4,8,0,0.333333,0,2
0.768,51.77.68.21,192.168.23.89,37,19,281,40,3,0,5,24,0.230769,0,5,0
0.768,192.168.23.89,213.6.203.226,50,171,493,1864,189,88,4,43,-0.125,0,8,0
0.768,145.102.6.70,192.168.23.89,26,76,651705,7,1,73,4,8,0,0.333333,0,2
0.767,5.226.137.13,192.168.23.89,176,18,759497,40,1,0,23,114,0.333333,0,2,0
0.767,172.86.114.33,192.168.23.89,24,18,1144,40,1,0,7,17,0.2,0,6,0
0.767,192.168.23.89,167.71.145.201,97,148,109,1940,97,88,16,94,-0.333333,0,2,0
0.767,192.168.23.89,36.91.119.221,69,162,143,1708,128,88,13,66,0.333333,0,2,0
0.767,74.91.113.93,192.168.23.89,119,13,179698,80,1,0,23,84,0.333333,0,2,0
0.767,192.168.23.89,180.76.160.46,60,289,798855,8188,109,88,15,56,-0.333333,0,2,0
0.767,1.220.185.149,192.168.23.89,120,154,561,1837,86,60,24,110,-0.333333,0,2,0
0.767,192.168.23.89,1.220.185.149,107,147,181,2132,86,88,22,104,0.333333,0,2,0
0.767,51.161.34.110,192.168.23.89,78,11,118717,40,1,0,21,57,0.333333,0,2,0
0.767,192.168.23.89,85.24.194.41,59,191,158,2164,147,88,9,56,-0.333333,0,2,0
0.767,129.204.254.71,192.168.23.89,168,126,320,1853,52,60,35,144,-0.333333,0,2,0
0.767,192.168.23.89,94.2.19.101,57,192,167,2124,155,88,13,54,0.333333,0,2,0
0.767,192.168.23.89,101.36.110.215,62,166,167,1732,145,88,10,59,-0.333333,0,2,0
0.767,192.168.23.89,164.132.56.243,62,186,162,2044,138,88,9,59,0.333333,0,2,0
0.767,192.168.23.89,177.43.249.42,43,218,223,1864,201,88,10,40,0.333333,0,2,0
0.767,51.38.51.198,192.168.23.89,85,204,252010,1861,145,60,7,60,-0.166667,0,7,0
0.767,192.168.23.89,104.248.118.63,82,163,816,2072,93,88,16,79,-0.333333,0,2,0
0.767,192.168.23.89,157.230.109.64,128,136,151,2084,73,88,24,125,-0.333333,0,2,0
0.767,179.97.86.254,192.168.23.89,160,126,330,1861,68,60,25,140,-0.333333,0,2,0
0.767,123.30.149.34,192.168.23.89,81,214,626,1801,129,60,7,71,-0.166667,0,7,0
0.767,135.148.73.253,192.168.23.89,33,12,11,40,1,0,3,24,-0.333333,0,2,0
0.767,106.12.136.154,192.168.23.89,121,155,638,1849,72,60,9,89,0.166667,0,7,0
0.767,192.168.23.89,51.161.10.20,54,200,312,2072,152,88,4,51,0.2,0,6,0
0.767,5.181.31.196,192.168.23.89,23,19,16,40,1,0,6,15,0.333333,0,2,0
0.767,192.168.23.89,111.132.7.174,82,164,241,2112,111,88,12,76,0.333333,0,2,0
0.767,45.61.142.37,192.168.23.89,25,24,15,40,7,0,4,15,-0.333333,0,2,0
0.767,192.168.23.89,190.98.203.195,94,132,149,2120,71,88,18,92,0.333333,0,2,0
0.767,167.114.122.0,192.168.23.89,62,13,41077,40,1,0,14,44,0.333333,0,2,0
0.767,82.64.150.50,192.168.23.89,112,139,1692,1977,57,60,22,95,0.333333,0,2,0
0.767,37.187.228.14,192.168.23.89,24,20,49,40,1,0,6,15,0.333333,0,2,0
0.767,198.251.83.190,192.168.23.89,117,17,8544,40,1,0,24,81,0.333333,0,2,0
0.767,192.168.23.89,180.76.147.52,48,201,219,1772,177,88,3,39,-0.1,0,9,0
0.767,199.38.81.182,192.168.23.89,37,18,15,40,2,0,7,24,0.333333,0,2,0
0.767,192.168.23.89,191.13.251.209,94,145,91,1952,81,88,18,91,0.333333,0,2,0
0.767,192.168.23.89,121.4.89.155,46,228,184,1940,158,88,5,35,0.2,0,6,0
0.767,222.127.97.91,192.168.23.89,84,202,1009,1861,137,60,9,61,-0.166667,0,7,0
0.767,192.168.23.89,201.48.246.26,94,152,135,2032,107,88,17,91,0.333333,0,2,0
0.767,192.168.23.89,50.115.168.140,91,157,166,2120,77,88,19,88,0.333333,0,2,0
0.767,192.168.23.89,218.104.225.140,48,117,86,1408,77,88,8,47,0.333333,0,2,0
0.767,192.168.23.89,107.175.33.240,45,182,173,2172,91,88,8,43,0.333333,0,2,0
0.767,192.168.23.89,81.70.203.81,48,103,79,720,77,88,11,47,0.333333,0,2,0
0.767,103.55.62.78,192.168.23.89,54,176,486,1285,168,60,5,46,0.2,0,6,0
0.767,145.239.234.154,192.168.23.89,21,13,15,40,3,0,3,15,-0.333333,0,2,0
0.767,81.70.203.81,192.168.23.89,51,117,351,1493,77,60,11,48,0.333333,0,2,0
0.767,118.24.121.227,192.168.23.89,49,171,587,2229,197,60,10,43,-0.333333,0,2,0
0.767,192.168.23.89,118.24.121.227,45,124,203,1548,197,88,9,43,0.333333,0,2,0
0.767,3.142.62.158,192.168.23.89,21,13,15,40,1,0,3,15,0.333333,0,2,0
0.767,121.4.78.77,192.168.23.89,57,153,940,1509,237,60,5,46,0.2,0,6,0
0.767,192.168.23.89,165.227.134.1,37,142,1415,1752,1321,88,4,34,0.1,0,9,0
0.767,192.168.23.89,106.53.239.130,47,164,131,1756,112,88,13,32,0.333333,0,2,0
0.767,192.168.23.89,190.64.64.75,48,101,21,632,170,88,8,47,0.333333,0,2,0
0.767,173.248.242.26,192.168.23.89,50,111,204,1301,101,60,8,48,0.333333,0,2,0
0.767,158.69.198.201,192.168.23.89,170,25,278,40,1,0,37,90,0.333333,0,2,0
0.767,103.231.46.66,192.168.23.89,53,106,81145,1093,58,60,12,49,-0.333333,0,2,0
0.767,49.232.147.189,192.168.23.89,48,201,416,1421,223,60,3,30,0.2,0,6,0
0.767,113.57.109.73,192.168.23.89,54,131,1780,1501,198,60,5,41,-0.2,0,6,0
0.767,114.203.1.152,192.168.23.89,50,111,87,1285,111,60,9,48,-0.333333,0,2,0
0.767,119.28.83.164,192.168.23.89,56,151,1586,2033,62,60,10,47,0.333333,0,2,0
0.767,192.168.23.89,114.203.1.152,48,88,113,0,111,88,9,48,-0.333333,0,2,0
0.767,192.168.23.89,111.161.74.117,48,88,107,0,93,88,9,48,0.333333,0,2,0
0.767,111.161.74.117,192.168.23.89,50,111,826,1285,93,60,9,48,0.333333,0,2,0
0.767,192.168.23.89,202.69.36.45,50,154,1144,2076,163,88,4,47,-0.2,0,6,0
0.766,192.168.23.89,49.235.93.192,49,458,203,1732,176,352,4,46,0.2,0,6,0
0.766,106.55.148.138,192.168.23.89,61,156,1873,1617,160,60,7,45,-0.272727,0,4,0
